Date,Blast_No,No_of_Holes,Explosion,Per_Hole,Depth,No_of_Rows,Spacing,Seam_location,Vibrometer,Distance,PPV,Blast_Timing,Frequency,Q,TQ,SD,SD_TQ,Stemming,Ch_length,log_PPV,log_SD,log_SD_TQ,log_D,log_Q,log_TQ,log_N,log_Depth,Source
2025-11-27 00:00:00,136,81,2058,26.9,4.0,3.0,3.5,Seam 5 Floor ,15336,573.0,0.95,15:00,31.82,26.9,2178.9,110.47868135281689,12.275409039201875,2.6666666666666665,1.3333333333333333,-0.05129329438755058,4.704822573410843,2.5075979960746237,6.35088571671474,3.292126286607793,7.686575441280232,4.394449154672439,1.3862943611198906,Fake
2025-11-13 00:00:00,137,123,9070,68.1,4.4,2.0,4.9,Seam-3,20698,497.0,2.655,15:15,18.58,68.1,8376.3,60.225835387850495,5.4303806991704064,2.9333333333333336,1.4666666666666668,0.9764446546939021,4.098101419518895,1.6920092418326866,6.208590026096629,4.220977213155467,9.033161568527884,4.812184355372417,1.4816045409242156,Fake
2025-11-03 00:00:00,138,49,1846,35.4,4.9,5.0,4.0,Seam Top -5,23314,559.0,1.167,14:00,7.56,35.4,1734.6,93.95289720203081,13.421842457432973,3.2666666666666666,1.6333333333333333,0.15443635330441896,4.542793563085235,2.5968834140299215,6.326149473155099,3.5667118201397288,7.458532118250355,3.8918202981106265,1.589235205116581,Fake
2025-11-13 00:00:00,139,147,5030,32.7,5.2,4.0,5.1,Seam Top -3,20697,372.0,2.341,15:15,4.82,32.7,4806.900000000001,65.05325976078822,5.365502433507674,3.466666666666667,1.7333333333333334,0.8505781885087738,4.175206315321542,1.6799900219321746,5.918893854273146,3.487375077903208,8.477807664681944,4.990432586778736,1.6486586255873816,Fake
2025-11-01 00:00:00,140,108,2793,25.0,6.1,5.0,3.8,Seam-3,15335,403.0,1.912,14:30,5.44,25.0,2700.0,80.6,7.755738616113972,4.066666666666666,2.033333333333333,0.6481498146292095,4.389498649512582,2.0484330359504725,5.998936561946683,3.2188758248682006,7.901007051992421,4.68213122712422,1.8082887711792655,Fake
2025-11-18 00:00:00,141,81,5592,66.3,6.0,4.0,5.6,Seam 5 Floor ,20698,391.0,2.701,15:15,9.99,66.3,5370.3,48.01976088963205,5.335528987736894,4.0,2.0,0.9936220748104786,3.8716126113894576,1.674388034053238,5.968707559985366,4.194189897191817,8.588639051864256,4.394449154672439,1.791759469228055,Fake
2025-11-29 00:00:00,142,40,979,25.0,4.7,4.0,5.7,Seam 5floor ,20698,437.0,0.863,14:30,12.07,25.0,1000.0,87.4,13.819153374935818,3.1333333333333333,1.5666666666666667,-0.1473405878987091,4.470495282661489,2.6260555556045215,6.07993319509559,3.2188758248682006,6.907755278982137,3.6888794541139363,1.547562508716013,Fake
2025-11-04 00:00:00,143,103,4142,39.2,5.0,2.0,4.4,Seam Top -5,15335,419.0,1.782,15:15,12.07,39.2,4037.6000000000004,66.92232018374371,6.594052143972789,3.333333333333333,1.6666666666666665,0.5777363290486176,4.203532546523929,1.8861680524091113,6.037870919922137,3.6686767467964168,8.303405735026052,4.634728988229636,1.6094379124341003,Fake
2025-11-10 00:00:00,144,52,1576,32.3,4.9,5.0,3.7,Seam 4 Floor ,23314,475.0,1.297,15:00,5.89,32.3,1679.6,83.57807199048719,11.590193233312393,3.2666666666666666,1.6333333333333333,0.2600539053343068,4.425781188920336,2.450159329629622,6.163314804034641,3.475067230228611,7.4263109488100385,3.9512437185814275,1.589235205116581,Fake
2025-11-17 00:00:00,145,70,1589,25.0,3.8,6.0,4.5,Seam 5floor ,15335,476.0,1.342,15:30,6.29,25.0,1750.0,95.2,11.378576360863427,2.533333333333333,1.2666666666666666,0.2941610385494901,4.55597994179732,2.43173232077264,6.16541785423142,3.2188758248682006,7.4673710669175595,4.248495242049359,1.33500106673234,Fake
2025-11-02 00:00:00,146,68,3577,52.8,4.3,4.0,4.1,Seam-3,15336,319.0,3.752,15:30,8.56,52.8,3590.3999999999996,43.90093013441363,5.323769764913198,2.8666666666666663,1.4333333333333331,1.3222890311439783,3.7819355074287366,1.6721816548406836,5.765191102784844,3.966511190712216,8.186018895888322,4.219507705176107,1.4586150226995167,Fake
2025-11-25 00:00:00,147,91,2267,25.2,6.0,2.0,4.6,Seam Top -5,23314,285.0,2.353,14:45,2.66,25.2,2293.2,56.7733589433837,5.951465131011984,4.0,2.0,0.8556911097452256,4.039067183009962,1.7836374297515367,5.652489180268651,3.2268439945173775,7.737703501034227,4.51085950651685,1.791759469228055,Fake
2025-11-17 00:00:00,148,97,2415,25.0,4.7,2.0,5.6,Seam 5 Floor ,20698,312.0,1.271,15:30,13.45,25.0,2425.0,62.4,6.335760070433783,3.1333333333333333,1.5666666666666667,0.23980399220731693,4.133565275375382,1.8462097861236906,5.7430031878094825,3.2188758248682006,7.793586803371584,4.574710978503383,1.547562508716013,Fake
2025-11-16 00:00:00,149,114,6383,56.0,4.7,2.0,5.0,Seam Top -3,23314,475.0,1.881,15:15,6.14,56.0,6384.0,63.474544954200795,5.944935820070887,3.1333333333333333,1.5666666666666667,0.6318035503188933,4.1506389586670664,1.7825397344698188,6.163314804034641,4.02535169073515,8.761550139129644,4.736198448394496,1.547562508716013,Fake
2025-11-04 00:00:00,150,75,2818,34.3,4.2,3.0,3.0,Seam 5floor ,20698,492.0,1.741,14:45,30.41,34.3,2572.5,84.00749654178881,9.700350148469665,2.8,1.4,0.554459660786052,4.430906039406361,2.272161982638206,6.198478716492308,3.535145354171894,7.852633467708205,4.31748811353631,1.4350845252893227,Fake
2025-11-26 00:00:00,151,109,4525,38.9,5.8,2.0,6.0,Seam 5 Floor ,20697,348.0,2.598,14:45,3.48,38.9,4240.099999999999,55.796176998153335,5.344304494368306,3.8666666666666663,1.9333333333333331,0.9547419182484077,4.021705354462274,1.6760314133477023,5.8522024797744745,3.6609942506244004,8.352342132853545,4.6913478822291435,1.7578579175523736,Fake
2025-11-12 00:00:00,152,94,3369,36.8,5.8,4.0,5.2,Seam 4Floor ,20698,278.0,3.412,15:00,3.02,36.8,3459.2,45.8269429010072,4.726688255918741,3.8666666666666663,1.9333333333333331,1.2272986296294326,3.8248721911031947,1.5532247999681925,5.627621113690637,3.6054978451748854,8.14879262744489,4.543294782270004,1.7578579175523736,Fake
2025-11-03 00:00:00,153,173,4628,25.0,4.4,3.0,4.6,Seam Top -3,15335,380.0,1.925,14:00,4.34,25.0,4325.0,76.0,5.778173001649762,2.9333333333333336,1.4666666666666668,0.6549259677397476,4.330733340286331,1.7540875430374416,5.940171252720432,3.2188758248682006,8.37216741936598,5.153291594497779,1.4816045409242156,Fake
2025-11-19 00:00:00,154,84,3262,41.3,6.2,4.0,4.8,Seam 3 floor ,15335,393.0,2.158,15:00,4.15,41.3,3469.2,61.15296583179113,6.672335592743595,4.133333333333333,2.0666666666666664,0.7691818668359428,4.1133783618857676,1.897969962464111,5.973809611869261,3.720862499966987,8.1516792988103,4.430816798843313,1.824549292051046,Fake
2025-11-01 00:00:00,155,120,8432,71.1,4.7,5.0,4.2,Seam 3 floor ,20697,369.0,1.961,15:30,7.12,71.1,8532.0,43.761436118336434,3.9948542851390303,3.1333333333333333,1.5666666666666667,0.6734545472142093,3.7787529756359297,1.3850071042449066,5.910796644040527,4.264087336809195,9.051579079591242,4.787491742782046,1.547562508716013,Fake
2025-11-10 00:00:00,156,82,3400,44.9,5.8,2.0,4.7,Seam 3 floor ,15335,499.0,1.65,15:30,12.99,44.9,3681.7999999999997,74.46931775775258,8.223760405741286,3.8666666666666663,1.9333333333333331,0.5007752879124892,4.3103871983774145,2.107027574745288,6.212606095751519,3.8044377947482086,8.211157042012461,4.406719247264253,1.7578579175523736,Fake
2025-11-02 00:00:00,157,112,3519,33.8,7.0,4.0,4.7,Seam 5floor ,20697,332.0,1.926,15:15,4.33,33.8,3785.5999999999995,57.105736040763865,5.395984857112837,4.666666666666666,2.333333333333333,0.6554453133759338,4.044904567672003,1.6856551320244548,5.805134968916488,3.520460802488973,8.238959673784068,4.718498871295094,1.9459101490553132,Fake
2025-11-13 00:00:00,158,101,5049,47.2,6.0,3.0,4.3,Seam Top -3,23314,342.0,3.164,15:30,6.71,47.2,4767.200000000001,49.780024582734264,4.953297578938808,4.0,2.0,1.1518370499054076,3.9076137907668507,1.6000535323462206,5.834810737062605,3.8543938925915096,8.469514409432769,4.61512051684126,1.791759469228055,Fake
2025-11-26 00:00:00,159,104,5875,60.3,6.9,3.0,3.5,Seam 4Floor ,20698,445.0,2.582,15:15,10.14,60.3,6271.2,57.30616618873064,5.619331916260165,4.6,2.3,0.9485642924244507,4.04840823029967,1.726212780728984,6.09807428216624,4.09933210373314,8.743723002874512,4.6443908991413725,1.9315214116032138,Fake
2025-11-26 00:00:00,160,180,8337,42.7,4.8,4.0,5.9,Seam 4Floor ,20698,483.0,1.395,14:00,9.37,42.7,7686.000000000001,73.91510415977793,5.5093065821746965,3.1999999999999997,1.5999999999999999,0.33289441527332897,4.302917193535283,1.706438768090178,6.180016653652572,3.754198920234579,8.94715577112479,5.19295685089021,1.5686159179138452,Fake
2025-11-21 00:00:00,161,104,3203,32.6,4.6,2.0,3.6,Seam Top -3,20697,287.0,3.376,14:15,15.49,32.6,3390.4,50.26585761446621,4.9289728623776865,3.0666666666666664,1.5333333333333332,1.2166915767337108,3.91732607157329,1.5951306220026038,5.659482215759621,3.484312288372662,8.128703187514034,4.6443908991413725,1.5260563034950492,Fake
2025-11-27 00:00:00,162,98,2565,26.3,6.1,3.0,4.4,Seam 4 Floor ,20697,503.0,1.012,14:30,2.77,26.3,2577.4,98.08218017785426,9.907796388188787,4.066666666666666,2.033333333333333,0.011928570865273812,4.58580570050788,2.293321961172594,6.220590170099739,3.269568939183719,7.854536417854291,4.584967478670572,1.8082887711792655,Fake
2025-11-22 00:00:00,163,40,1460,35.9,4.9,3.0,5.1,Seam 5 Floor ,20697,338.0,2.505,14:00,9.02,35.9,1436.0,56.41173745385506,8.919478856080486,3.2666666666666666,1.6333333333333333,0.9182887345368281,4.0326772477359025,2.188237520678934,5.823045895483019,3.580737295494233,7.269616749608169,3.6888794541139363,1.589235205116581,Fake
2025-11-16 00:00:00,164,92,6805,78.6,5.0,3.0,4.7,Seam Top -3,20697,417.0,2.581,15:00,6.29,78.6,7231.2,47.03539352737265,4.903778760652018,3.333333333333333,1.6666666666666665,0.9481769207364769,3.8509003720812207,1.590006083556701,6.0330862217988015,4.364371699435161,8.886160276484201,4.5217885770490405,1.6094379124341003,Fake
2025-11-10 00:00:00,165,81,3302,41.6,6.5,2.0,5.4,Seam Top -5,23314,324.0,2.8,15:30,25.87,41.6,3369.6,50.23406750862942,5.581563056514381,4.333333333333333,2.1666666666666665,1.0296194171811581,3.9166934321587203,1.7194688548225012,5.780743515792329,3.728100167267218,8.122549321939655,4.394449154672439,1.8718021769015913,Fake
2025-11-23 00:00:00,166,43,2329,52.5,4.6,3.0,4.9,Seam Top -5,20697,360.0,2.787,15:30,4.84,52.5,2257.5,49.68472027264951,7.57684880895443,3.0666666666666664,1.5333333333333332,1.0249657484998111,3.905697446651367,2.0250973888045856,5.886104031450156,3.960813169597578,7.7220132852911405,3.7612001156935624,1.5260563034950492,Fake
2025-11-21 00:00:00,167,107,3862,38.0,3.9,3.0,4.3,Seam 4 Floor ,15336,494.0,1.518,14:45,11.32,38.0,4066.0,80.1373820385967,7.747173135330399,2.5999999999999996,1.2999999999999998,0.4173936789734382,4.383742437324729,2.0473280200937767,6.202535517187923,3.6375861597263857,8.310414994188292,4.672828834461906,1.3609765531356006,Fake
2025-11-02 00:00:00,168,58,1341,25.0,5.2,3.0,5.1,Seam 4 Floor ,15336,472.0,1.162,15:00,6.88,25.0,1450.0,94.4,12.395327261957808,3.466666666666667,1.7333333333333334,0.1501426584297194,4.547541073151455,2.5173195678782454,6.156978985585555,3.2188758248682006,7.27931883541462,4.060443010546419,1.6486586255873816,Fake
2025-11-20 00:00:00,169,125,6826,51.2,4.5,3.0,4.4,Seam Top -5,20698,537.0,1.356,15:00,5.29,51.2,6400.0,75.04803149483669,6.7125,3.0,1.5,0.3045391895182039,4.318128328486133,1.903971459834983,6.285998094508865,3.9357395320454622,8.764053269347762,4.8283137373023015,1.5040773967762742,Fake
2025-11-09 00:00:00,170,55,2343,42.5,5.0,4.0,4.4,Seam Top -5,20698,309.0,3.018,15:00,6.62,42.5,2337.5,47.39843631076749,6.391203848338437,3.333333333333333,1.6666666666666665,1.1045943603456572,3.85858923893256,1.8549226463163244,5.733341276897746,3.7495040759303713,7.7568372611628424,4.007333185232471,1.6094379124341003,Fake
2025-11-12 00:00:00,171,90,3029,37.2,5.3,3.0,3.9,Seam Top -5,23314,283.0,3.315,14:00,8.0,37.2,3348.0000000000005,46.399677881714666,4.890955493478505,3.533333333333333,1.7666666666666666,1.1984576236378257,3.837292517003687,1.5873876818385546,5.645446897643238,3.616308761279101,8.116118431609367,4.499809670330265,1.667706820558076,Fake
2025-11-01 00:00:00,172,124,5457,43.8,6.7,5.0,3.0,Seam 4Floor ,20698,315.0,3.015,14:45,27.98,43.8,5431.2,47.59633346072058,4.274276923289906,4.466666666666667,2.2333333333333334,1.103599830179149,3.862755730134433,1.4526149473319143,5.752572638825633,3.7796338173824005,8.599915382987438,4.820281565605037,1.9021075263969205,Fake
2025-11-15 00:00:00,173,68,2035,28.7,3.6,2.0,3.4,Seam-3,23314,482.0,0.818,14:00,5.02,28.7,1951.6,89.97173385006018,10.91067535246347,2.4,1.2,-0.20089294237939004,4.499495552667812,2.3897417000797594,6.1779441140506,3.3568971227655755,7.576404827941682,4.219507705176107,1.2809338454620642,Fake
2025-11-01 00:00:00,174,40,2071,49.1,5.0,3.0,3.1,Seam Top -3,20697,519.0,2.127,14:00,5.97,49.1,1964.0,74.06731676955738,11.711071058449303,3.333333333333333,1.6666666666666665,0.7547125362181001,4.304974365765652,2.4605346387086833,6.251903883165888,3.893859034800475,7.582738488914411,3.6888794541139363,1.6094379124341003,Fake
2025-11-17 00:00:00,175,40,1633,39.3,4.6,4.0,4.9,Seam 4 Floor ,23314,486.0,1.055,14:45,15.68,39.3,1572.0,77.52468210755761,12.257728517019235,3.0666666666666664,1.5333333333333332,0.05354076692802976,4.350596364462886,2.506156637405918,6.186208623900494,3.6712245188752153,7.360103972989152,3.6888794541139363,1.5260563034950492,Fake
2025-11-15 00:00:00,176,82,2115,25.0,6.1,4.0,5.2,Seam 3 floor ,20697,486.0,1.018,14:15,7.88,25.0,2050.0,97.2,10.733944334475083,4.066666666666666,2.033333333333333,0.017839918128331016,4.576770711466393,2.373411087834267,6.186208623900494,3.2188758248682006,7.625595072132454,4.406719247264253,1.8082887711792655,Fake
2025-11-18 00:00:00,177,79,3181,41.8,5.1,2.0,6.0,Seam 4 Floor ,20698,462.0,1.475,14:30,25.6,41.8,3302.2,71.45848997476566,8.039708248905242,3.3999999999999995,1.6999999999999997,0.38865798979178323,4.269116721316384,2.0843927950828727,6.135564891081739,3.7328963395307104,8.102344191997732,4.3694478524670215,1.62924053973028,Fake
2025-11-23 00:00:00,178,40,2405,60.3,6.3,5.0,5.2,Seam 4 Floor ,23314,249.0,6.386,14:30,5.82,60.3,2412.0,32.065697485379616,5.0700319407866665,4.199999999999999,2.0999999999999996,1.8541080942925903,3.467786844598138,1.6233471175411696,5.517452896464707,4.09933210373314,7.7882115578470765,3.6888794541139363,1.840549633397487,Fake
2025-11-27 00:00:00,179,96,2410,25.0,6.4,5.0,5.2,Seam-3,15335,521.0,0.938,14:15,35.0,25.0,2400.0,104.2,10.634867966583633,4.266666666666667,2.1333333333333333,-0.06400532997591243,4.646312129319266,2.3641380335853484,6.255750041753367,3.2188758248682006,7.783224016336037,4.564348191467836,1.8562979903656263,Fake
2025-11-07 00:00:00,180,127,5628,41.2,4.5,5.0,6.0,Seam 5floor ,20697,397.0,2.648,14:15,3.27,41.2,5232.400000000001,61.85031257033827,5.488327746871094,3.0,1.5,0.9738046380747618,4.124717152509451,1.7026236092801543,5.983936280687191,3.7184382563554808,8.562625342814073,4.844187086458591,1.5040773967762742,Fake
2025-11-24 00:00:00,181,89,3948,42.5,4.9,4.0,4.1,Seam Top -3,20697,287.0,3.627,15:30,6.38,42.5,3782.5,44.02379035983906,4.666512445127383,3.2666666666666666,1.6333333333333333,1.2884058603007653,3.7847301777944353,1.5404119929283655,5.659482215759621,3.7495040759303713,8.238140445662511,4.48863636973214,1.589235205116581,Fake
2025-11-27 00:00:00,182,118,3860,30.3,5.3,4.0,4.7,Seam-3,20697,514.0,1.367,15:30,35.0,30.3,3575.4,93.3774059073896,8.596086976353183,3.533333333333333,1.7666666666666666,0.3126185577418125,4.536649409197504,2.151307096964671,6.2422232654551655,3.4111477125153233,8.181832336980987,4.770684624465665,1.667706820558076,Fake
2025-11-26 00:00:00,183,111,4243,35.0,4.5,3.0,4.4,Seam 3 floor ,20697,472.0,1.543,14:00,23.52,35.0,3885.0,79.78256164637196,7.572625630827061,3.0,1.5,0.4337285733810238,4.3793049548408485,2.0245398541846815,6.156978985585555,3.5553480614894135,8.264878262801748,4.709530201312334,1.5040773967762742,Fake
2025-11-02 00:00:00,184,96,2519,25.0,3.2,6.0,6.0,Seam Top -5,20697,370.0,0.935,14:45,9.44,25.0,2400.0,74.0,7.552593373581466,2.1333333333333333,1.0666666666666667,-0.06720874969345,4.30406509320417,2.0218909974702517,5.91350300563827,3.2188758248682006,7.783224016336037,4.564348191467836,1.1631508098056809,Fake
2025-11-18 00:00:00,185,83,2419,26.8,3.2,3.0,4.3,Seam 5 Floor ,15335,348.0,2.109,15:00,2.9,26.8,2224.4,67.22206460790426,7.378580176665764,2.1333333333333333,1.0666666666666667,0.7462139014966376,4.208001536016068,1.9985812321177698,5.8522024797744745,3.288401887516811,7.707242495313409,4.418840607796598,1.1631508098056809,Fake
2025-11-01 00:00:00,186,97,3330,32.2,5.0,5.0,6.0,Seam 4Floor ,20698,382.0,1.87,14:30,18.49,32.2,3123.4,67.31865448919805,6.835173767756232,3.333333333333333,1.6666666666666665,0.6259384308664954,4.2094373823313935,1.9220818930797023,5.945420608606575,3.4719664525503626,8.046677431053746,4.574710978503383,1.6094379124341003,Fake
2025-11-05 00:00:00,187,122,5806,44.6,5.4,4.0,5.1,Seam 5floor ,15335,526.0,1.741,15:15,4.18,44.6,5441.2,78.76228639296559,7.130802358601645,3.6,1.8,0.554459660786052,4.3664342832247005,1.9644237608580724,6.26530121273771,3.7977338590260183,8.601754903759275,4.804021044733257,1.6863989535702288,Fake
2025-11-17 00:00:00,188,60,2070,34.4,4.3,4.0,4.8,Seam 5floor ,20698,466.0,1.169,15:00,10.18,34.4,2064.0,79.45234054831016,10.257253058693518,2.8666666666666663,1.4333333333333331,0.15614868248993138,4.37515735193597,2.3279850708249192,6.144185634125646,3.5380565643793527,7.6324011266014535,4.0943445622221,1.4586150226995167,Fake
2025-11-18 00:00:00,189,82,3395,42.3,5.2,5.0,4.3,Seam 3 floor ,15336,480.0,1.376,14:45,11.82,42.3,3468.6,73.80249664231081,8.15012233234412,3.466666666666667,1.7333333333333334,0.31918073951115183,4.30139256087582,2.0980329372436937,6.173786103901937,3.744787086052232,8.151506333316487,4.406719247264253,1.6486586255873816,Fake
2025-11-15 00:00:00,190,124,6479,51.3,4.3,3.0,6.0,Seam 5 Floor ,23314,363.0,3.413,14:30,16.29,51.3,6361.2,50.681322903295154,4.551317153581415,2.8666666666666663,1.4333333333333331,1.22759166992457,3.925557458176489,1.5154166753739704,5.8944028342648505,3.937690752176724,8.75797231778176,4.820281565605037,1.4586150226995167,Fake
2025-11-22 00:00:00,191,70,2547,39.0,6.9,2.0,3.0,Seam 5 Floor ,20698,488.0,1.712,15:30,11.63,39.0,2730.0,78.14253905688253,9.339819828681623,4.6,2.3,0.5376622777195503,4.358534582788324,2.2342869617636447,6.1903154058531475,3.6635616461296463,7.912056888179005,4.248495242049359,1.9315214116032138,Fake
2025-11-25 00:00:00,192,98,4758,46.5,4.7,5.0,3.6,Seam-3,23314,325.0,3.174,14:30,2.75,46.5,4557.0,47.660312381939825,4.814418582676974,3.1333333333333333,1.5666666666666667,1.1549926221042173,3.8640990260330823,1.5716152866977962,5.783825182329737,3.8394523125933104,8.424419791263881,4.584967478670572,1.547562508716013,Fake
2025-11-12 00:00:00,193,178,10757,65.8,3.3,3.0,4.1,Seam-3,15336,416.0,2.066,15:30,10.37,65.8,11712.4,51.28382196303994,3.8438849694120383,2.1999999999999997,1.0999999999999999,0.7256143706974467,3.9373753410956276,1.3464835659495848,6.030685260261263,4.186619838331271,9.368403388623356,5.181783550292085,1.1939224684724346,Fake
2025-11-22 00:00:00,194,107,6197,58.7,4.0,3.0,4.8,Seam 3 floor ,20697,362.0,3.418,14:45,3.03,58.7,6280.900000000001,47.2486625825882,4.567700617719454,2.6666666666666665,1.3333333333333333,1.2290555846933993,3.8554243484087456,1.5190099311777925,5.8916442118257715,4.072439726834051,8.745268561295957,4.672828834461906,1.3862943611198906,Fake
2025-11-28 00:00:00,195,100,2590,25.0,5.0,3.0,3.6,Seam 3 floor ,15335,460.0,1.144,15:00,13.82,25.0,2500.0,92.0,9.2,3.333333333333333,1.6666666666666665,0.13453089295760606,4.5217885770490405,2.2192034840549946,6.131226489483141,3.2188758248682006,7.824046010856293,4.605170185988092,1.6094379124341003,Fake
2025-11-01 00:00:00,196,88,2270,25.5,5.0,2.0,5.7,Seam 4Floor ,20698,509.0,0.973,14:45,3.1,25.5,2244.0,100.79701987502546,10.744998421933065,3.333333333333333,1.6666666666666665,-0.027371196796132015,4.613108790468333,2.3744403832292296,6.2324480165505225,3.2386784521643803,7.716015266642587,4.477336814478207,1.6094379124341003,Fake
2025-11-06 00:00:00,197,54,1704,29.8,4.7,6.0,5.0,Seam Top -5,15335,386.0,1.541,15:00,12.31,29.8,1609.2,70.70972897566557,9.62237532449285,3.1333333333333333,1.5666666666666667,0.4324315563379787,4.258583172709152,2.2640911494270144,5.955837369464831,3.3945083935113587,7.383492440075633,3.9889840465642745,1.547562508716013,Fake
2025-11-06 00:00:00,198,138,9246,65.5,3.5,5.0,5.5,Seam 5floor ,15335,480.0,2.063,14:45,8.94,65.5,9039.0,59.30899806866068,5.048717193870542,2.333333333333333,1.1666666666666665,0.7241612340891148,4.082761032581334,1.6191341900027312,6.173786103901937,4.182050142641207,9.109303827798412,4.927253685157205,1.252762968495368,Fake
2025-11-14 00:00:00,199,104,5668,59.8,7.0,3.0,4.7,Seam Top -3,15335,371.0,2.625,14:15,5.69,59.8,6219.2,47.975920660376104,4.7044260698045575,4.666666666666666,2.333333333333333,0.965080896043587,3.8706992321291422,1.5485037825584558,5.916202062607435,4.091005660956586,8.735396560097959,4.6443908991413725,1.9459101490553132,Fake
2025-11-28 00:00:00,200,71,1853,25.0,5.6,5.0,6.0,Seam 3 floor ,23314,421.0,1.454,14:00,7.94,25.0,1775.0,84.2,9.992701561992245,3.733333333333333,1.8666666666666665,0.3743183791113276,4.433194921248281,2.3018549827276233,6.042632833682381,3.2188758248682006,7.481555701909516,4.2626798770413155,1.7227665977411035,Fake
2025-11-17 00:00:00,201,80,2097,25.0,3.3,4.0,5.0,Seam 5 Floor ,15336,262.0,2.13,14:45,2.83,25.0,2000.0,52.4,5.858498101049449,2.1999999999999997,1.0999999999999999,0.7561219797213338,3.9589065913269965,1.7678932739900557,5.568344503761097,3.2188758248682006,7.600902459542082,4.382026634673881,1.1939224684724346,Fake
2025-11-22 00:00:00,202,104,8687,78.9,4.9,3.0,5.7,Seam 5floor ,20698,578.0,1.449,14:30,9.68,78.9,8205.6,65.07127806801022,6.380763781600122,3.2666666666666666,1.6333333333333333,0.3708736633385454,4.175483254746463,1.8532878051757768,6.359573868672378,4.368181227851829,9.0125721269932,4.6443908991413725,1.589235205116581,Fake
2025-11-06 00:00:00,203,133,3262,25.0,4.9,4.0,3.9,Seam 3 floor ,20698,579.0,1.031,15:30,6.76,25.0,3325.0,115.8,10.04113344708931,3.2666666666666666,1.6333333333333333,0.03052920503482279,4.751864565138895,2.3066900010280182,6.361302477572996,3.2188758248682006,8.109224953089955,4.890349128221754,1.589235205116581,Fake
2025-11-28 00:00:00,204,88,2241,25.0,4.8,5.0,3.0,Seam 3 floor ,20697,451.0,1.362,14:30,5.49,25.0,2200.0,90.2,9.61535230763803,3.1999999999999997,1.5999999999999999,0.3089542077273207,4.502029427068578,2.2633610198294747,6.111467339502679,3.2188758248682006,7.696212639346407,4.477336814478207,1.5686159179138452,Fake
2025-11-05 00:00:00,205,128,2927,25.0,4.3,2.0,4.3,Seam-3,15336,437.0,0.957,15:15,3.76,25.0,3200.0,87.4,7.725141584463032,2.8666666666666663,1.4333333333333331,-0.04395188752918283,4.470495282661489,2.0444801507016814,6.07993319509559,3.2188758248682006,8.070906088787819,4.852030263919617,1.4586150226995167,Fake
2025-11-06 00:00:00,206,41,2029,49.7,4.2,4.0,5.2,Seam Top -5,15336,540.0,1.427,14:45,18.47,49.7,2037.7,76.59767110895667,11.96254644899196,2.8,1.4,0.35557433849469944,4.338566673007029,2.481780639654875,6.29156913955832,3.906004933102583,7.619576999806891,3.713572066704308,1.4350845252893227,Fake
2025-11-19 00:00:00,207,87,2927,37.1,5.0,4.0,4.5,Seam Top -3,15335,418.0,1.418,15:00,3.37,37.1,3227.7000000000003,68.62610129517589,7.357490341560629,3.333333333333333,1.6666666666666665,0.3492474281099357,4.228672947718062,1.9957188883907697,6.035481432524756,3.6136169696133895,8.079525088267975,4.465908118654584,1.6094379124341003,Fake
2025-11-10 00:00:00,208,102,5087,53.7,6.0,2.0,6.0,Seam 4Floor ,23314,417.0,1.967,14:45,12.26,53.7,5477.400000000001,56.90480141939699,5.63441493089915,4.0,2.0,0.676509539406922,4.041379721041392,1.7288933143992566,6.0330862217988015,3.983413001514819,8.60838581479909,4.624972813284271,1.791759469228055,Fake
2025-11-18 00:00:00,209,110,5719,47.6,4.2,3.0,4.0,Seam 5floor ,20698,502.0,1.253,14:30,11.7,47.6,5236.0,72.76126497438227,6.937514409925916,2.8,1.4,0.22554067591393118,4.287183739073042,1.936943556176834,6.218600119691729,3.8628327612373745,8.56331312702979,4.700480365792417,1.4350845252893227,Fake
2025-11-21 00:00:00,210,71,3849,50.0,5.4,4.0,4.7,Seam Top -5,15335,407.0,2.574,15:30,11.1,50.0,3550.0,57.55849198858497,6.830936256535049,3.6,1.8,0.9454611091739349,4.052801682728522,1.9214617442078643,6.008813185442595,3.912023005428146,8.174702882469461,4.2626798770413155,1.6863989535702288,Fake
2025-11-14 00:00:00,211,55,3969,67.2,4.6,2.0,5.2,Seam 4 Floor ,15336,406.0,2.5,14:15,6.64,67.2,3696.0,49.52692870213806,6.678209703841655,3.0666666666666664,1.5333333333333332,0.9162907318741551,3.9025165358371807,1.8988499432209454,6.0063531596017325,4.207673247529104,8.215006432761575,4.007333185232471,1.5260563034950492,Fake
2025-11-15 00:00:00,212,116,4579,38.3,5.8,3.0,3.3,Seam Top -3,20697,349.0,1.932,14:45,10.03,38.3,4442.799999999999,56.39310922110982,5.235968743834705,3.8666666666666663,1.9333333333333331,0.6585557357903262,4.032346974109127,1.6555518785559447,5.855071922202427,3.6454498961866,8.399040087292965,4.7535901911063645,1.7578579175523736,Fake
2025-11-21 00:00:00,213,40,2315,63.3,4.7,2.0,4.0,Seam-3,20698,578.0,1.905,15:15,8.05,63.3,2532.0,72.6483882108657,11.486718754323023,3.1333333333333333,1.5666666666666667,0.6444820085786642,4.285631204097312,2.441191477040344,6.359573868672378,4.147885329150131,7.8367647832640674,3.6888794541139363,1.547562508716013,Fake
