Date,Blast_No,No_of_Holes,Explosion,Per_Hole,Depth,No_of_Rows,Spacing,Seam_location,Vibrometer,Distance,PPV,Blast_Timing,Frequency,Q,TQ,SD,SD_TQ,Stemming,Ch_length,log_PPV,log_SD,log_SD_TQ,log_D,log_Q,log_TQ,log_N,log_Depth,Source,Zone
,,94.0,,54.808431553692294,2.5,7.0,3.897372685192957,Seam 3 floor ,,489.7998261676678,1.9130628659839155,,6.016039482120906,54.808431553692294,5151.992566047075,66.15991515674153,6.823874214334238,1.6666666666666665,0.8333333333333333,0.64870555242935,4.192074768319534,,6.193996789613284,4.0038440425875,8.547138824857504,4.543294782270004,0.9162907318741551,Synthetic,A
,,30.0,,29.845798558656416,5.815109596177985,3.0,6.0,Seam-3,,173.3876154178575,5.788785313217205,,21.451823608590168,29.845798558656416,895.3739567596924,31.737774646673536,5.794498366332883,3.876739730785323,1.9383698653926615,1.7559224791124566,3.457507600689251,,5.155529639753421,3.3960440781283414,6.797241459790497,3.4011973816621555,1.7604596329431488,Synthetic,A
,,61.0,,100.0,5.9599046594597995,5.0,5.586119623379197,Seam Top -5,,252.5129929866996,8.46461463017113,,15.682661148376939,100.0,6100.0,25.25129929866996,3.233097576453426,3.9732697729731994,1.9866348864865997,2.1358944894656497,3.2288776117705513,,5.531462704764597,4.605170185988092,8.716044050161402,4.110873864173311,1.7850544842143763,Synthetic,A
,,81.0,,84.08304984456518,3.9765300480602717,5.0,4.949588504907396,Seam Top -5,,252.73405004415315,6.135456652649997,,31.099249819634775,84.08304984456518,6810.72703740978,27.561923881470044,3.0624359868300046,2.651020032040181,1.3255100160200906,1.8140845094025808,3.3164352507290196,,5.53233775024822,4.431804999038401,8.826254153710838,4.394449154672439,1.380409591795474,Synthetic,A
,,103.0,,20.0,7.0385421662677565,4.0,5.24928241943254,Seam 4 Floor ,,433.6236467771377,1.0918718112111574,,5.7387599575172485,20.0,2060.0,96.96119508450374,9.55387043625613,4.692361444178504,2.346180722089252,0.08789348143131367,4.574310847786545,,6.072176984563541,2.995732273553991,7.630461261783627,4.634728988229636,1.9514010700710576,Synthetic,A
,,73.0,,38.21183440489669,7.1553384628391745,4.0,4.842824150709583,Seam 5floor ,,545.5819062450634,1.2289773179300114,,5.950226176413312,38.21183440489669,2789.4639115574587,88.25940907415523,10.329982488891703,4.770225641892782,2.385112820946391,0.20618237470163736,4.480280308534094,,6.3018529429387735,3.64314526880936,7.933604709957752,4.290459441148391,1.9678587162696357,Synthetic,A
,,46.0,,37.51003977377635,4.476390342507862,4.0,3.7698522779030768,Seam 5floor ,,462.9678106311441,1.39188668853689,,11.653987375188121,37.51003977377635,1725.461829593712,75.59220852020997,11.145463094288637,2.9842602283385746,1.4921301141692873,0.33066015668575854,4.325353215972259,,6.137657528194515,3.6246086244445093,7.453250020933605,3.828641396489095,1.4988169945355543,Synthetic,A
,,67.0,,45.6653863587186,5.14033686024009,3.0,5.866107626242824,Seam Top -3,,393.4634985071034,1.9263215271023795,,2.0,45.6653863587186,3059.5808860341463,58.22518552092987,7.113338562634791,3.42689124016006,1.71344562008003,0.6556122397868599,4.064318002041496,,5.974988302454762,3.8213406008265323,8.026033220217498,4.204692619390966,1.6371186143313083,Synthetic,A
,,83.0,,40.93678268365166,6.110872897155346,3.0,5.537541410517981,Seam Top -3,,401.79867304049736,1.2577035035181905,,2.0,40.93678268365166,3397.7529627430877,62.79884328857398,6.893068561778855,4.07391526477023,2.036957632385115,0.229287441722011,4.13993665433277,,5.995951149838042,3.7120289910105444,8.130869598807141,4.418840607796598,1.8100696266710048,Synthetic,A
,,111.0,,20.0,4.484129050765717,5.0,5.184279563989596,Seam 4Floor ,,423.48953547239574,0.920334119879017,,9.703097977982639,20.0,2220.0,94.69513890760854,8.98806482530502,2.9894193671771445,1.4947096835885723,-0.08301850108914599,4.55066266738148,,6.048528804158476,2.995732273553991,7.705262474866325,4.709530201312334,1.500544285073583,Synthetic,A
,,140.0,,22.853895504403898,4.168848840927619,5.0,3.7879807090002506,Seam 4Floor ,,403.8257460721729,0.9334142513287939,,6.997627908594241,22.853895504403898,3199.545370616546,84.47221562400604,7.139205244097337,2.7792325606184125,1.3896162803092063,-0.06890617739271392,4.436422671110175,,6.000983463311698,3.129121584403047,8.07076400701235,4.941642422609304,1.4276399403683646,Synthetic,A
,,151.0,,30.856701953554925,3.882197696081993,5.0,3.823286628132002,Seam 4Floor ,,420.33848853874343,1.827685026719555,,8.461514886238435,30.856701953554925,4659.361994986793,75.67011699254672,6.157946788239793,2.5881317973879954,1.2940658986939977,0.6030501533277594,4.32638332679413,,6.041060311786414,3.4293539699845677,8.446633806799491,5.017279836814924,1.3564014097978732,Synthetic,A
,,153.0,,42.14260291439084,6.583634213308652,5.0,3.0,Seam 4Floor ,,497.04103467336006,1.5422975920518573,,7.584381435711309,42.14260291439084,6447.818245901799,76.56522562154554,6.189931617389801,4.389089475539101,2.1945447377695504,0.43327324747529106,4.338143000060263,,6.20867258742348,3.7410591747264323,8.771497096118868,5.030437921392435,1.8845869049220478,Synthetic,A
,,86.0,,38.4939311083171,4.825516881300846,3.0,5.285596960283981,Seam Top -3,,438.3485823344013,1.6417233894846108,,2.0,38.4939311083171,3310.4780753152704,70.65183954821929,7.6185837904088505,3.217011254200564,1.608505627100282,0.49574653732935825,4.257764146275209,,6.083014443934238,3.6505005953180594,8.104847891571568,4.454347296253507,1.573917854711612,Synthetic,A
,,98.0,,70.31406232968715,4.796686022974796,7.0,4.187625627809359,Seam 3 floor ,,511.0729201770241,1.8239353459521122,,9.671577954396215,70.31406232968715,6890.7781083093405,60.94832505930628,6.15671056448535,3.197790681983197,1.5988953409915985,0.6009964447257207,4.110026374980467,,6.236512280956406,4.252971811951879,8.83793929062245,4.584967478670572,1.567925267589556,Synthetic,A
,,101.0,,36.174348630161944,3.7049291667470596,5.0,3.7185031642321666,Seam 4Floor ,,378.0942515537182,1.9825224648702007,,2.1986203701114793,36.174348630161944,3653.6092116463565,62.86366753319102,6.255168710852131,2.469952777831373,1.2349763889156864,0.6843700060491461,4.140968374134377,,5.935143507273559,3.588350266278365,8.203470783119624,4.61512051684126,1.3096641402784,Synthetic,A
,,84.0,,31.880716871921777,5.984094711768908,4.0,4.959074634255971,Seam Top -5,,420.7477783087112,1.344090859769968,,5.999043864801019,31.880716871921777,2677.9802172414293,74.51741694987493,8.130516756318743,3.989396474512605,1.9946982372563025,0.2957178438114225,4.311032882624241,,6.04203355274494,3.4620013402413967,7.89281813908471,4.430816798843313,1.789105068048411,Synthetic,A
,,128.0,,34.19698463066466,4.0127230795273885,5.0,3.344389494912442,Seam 4Floor ,,364.34392751672675,2.0535980605571664,,7.133397692899212,34.19698463066466,4377.214032725076,62.304243760087296,5.506969157432171,2.6751487196849255,1.3375743598424628,0.7195934061631509,4.132029541612916,,5.8980982773566435,3.532137471487456,8.384167735407074,4.852030263919617,1.3894700830546234,Synthetic,A
,,100.0,,29.20169370152758,3.3624693031425936,5.0,4.599222476415843,Seam 4Floor ,,457.520903896867,1.351673754496686,,6.543457349828331,29.20169370152758,2920.1693701527583,84.66558644243032,8.466558644243033,2.2416462020950623,1.1208231010475311,0.3013436426561858,4.438709219715063,,6.125822575249599,3.3742267110690713,7.979396897057163,4.605170185988092,1.2126756157093626,Synthetic,A
,,121.0,,26.867726371841943,5.980578176086446,4.0,4.255150262735845,Seam 4 Floor ,,516.55079157793,0.8925118628932877,,13.654156546689482,26.867726371841943,3250.9948909928753,99.65465112024367,9.05951373820397,3.987052117390964,1.993526058695482,-0.11371547365949249,4.6017107201329885,,6.247173621726629,3.2909258031872812,8.086716348784023,4.795790545596741,1.788517248253139,Synthetic,A
,,90.0,,41.42121804485944,5.55582080069699,4.0,6.0,Seam Top -5,,450.4305427417957,1.458637264066738,,3.4484472535289994,41.42121804485944,3727.909624037349,69.98684218932159,7.377260918700717,3.703880533797993,1.8519402668989966,0.37750261907295796,4.248307255657047,,6.110203887008103,3.7237932627021113,8.223602933032376,4.499809670330265,1.7148461710776706,Synthetic,A
,,109.0,,35.43256699408389,4.71567280705235,4.0,4.912199349644483,Seam Top -5,,395.712220993555,2.1054825462059057,,5.107528929003568,35.43256699408389,3862.1498023551444,66.4780320519159,6.367440648909924,3.1437818713682333,1.5718909356841166,0.7445446789658737,4.19687154800188,,5.98068723240664,3.567631368809521,8.258979251038664,4.6913478822291435,1.5508916009324634,Synthetic,A
,,36.0,,36.92280924861982,5.454282779017017,3.0,4.620190579475845,Seam-3,,300.55130856987506,2.736811544435743,,7.81666049839027,36.92280924861982,1329.2211329503136,49.461952365744736,8.243658727624123,3.636188519344678,1.818094259672339,1.0067935728964708,3.9012037349443065,,5.705618483393094,3.6088294968975756,7.1923484353536855,3.58351893845611,1.6964011310839224,Synthetic,A
,,90.0,,56.58682013023172,3.355175744263544,7.0,3.793843440632569,Seam 3 floor ,,543.7192717703786,1.4200895315428401,,2.0,56.58682013023172,5092.813811720855,72.27982322457045,7.618962342132625,2.2367838295090294,1.1183919147545147,0.35071992000785934,4.280545020017806,,6.298433069119388,4.035776098203165,8.53558576853343,4.499809670330265,1.210504151842637,Synthetic,A
,,104.0,,41.419621933963924,5.839366507167413,4.0,3.7940195117278743,Seam 4 Floor ,,432.6423360395979,1.689806354728871,,4.321005329557364,41.419621933963924,4307.640681132249,67.22424752736852,6.591879806320068,3.8929110047782753,1.9464555023891377,0.5246139393691807,4.208034008747076,,6.069911372899778,3.7237547283054027,8.368145627446776,4.6443908991413725,1.7646223161562185,Synthetic,A
,,136.0,,27.009559777757392,3.7295791667631466,5.0,4.241135945351471,Seam 4Floor ,,370.69231194784624,1.3859853146561023,,4.020737939423021,27.009559777757392,3673.300129775005,71.3271425616346,6.11625201578918,2.486386111175431,1.2431930555877155,0.3264113052253612,4.267276936068433,,5.915372370658772,3.2961908691806765,8.208845754916728,4.912654885736052,1.316295403366537,Synthetic,A
,,100.0,,46.36962668022275,2.5,7.0,3.7900501501104387,Seam 3 floor ,,456.8689234414345,1.781865606732409,,10.633106445717882,46.36962668022275,4636.9626680222755,67.09263030396805,6.709263030396805,1.6666666666666665,0.8333333333333333,0.5776609091071917,4.206074206410213,,6.124396530150608,3.8366446474807896,8.44181483346888,4.605170185988092,0.9162907318741551,Synthetic,A
,,69.0,,73.76615315924809,4.510920877058541,5.0,5.565626395198869,Seam Top -5,,274.5713047072707,5.761681621352727,,12.608714107838695,73.76615315924809,5089.864567988118,31.968818018129998,3.8485934292562884,3.007280584705694,1.503640292352847,1.7512293802507461,3.4647609907939767,,5.615210989356663,4.300899997125371,8.53500650172263,4.23410650459726,1.5065013182721079,Synthetic,A
,,112.0,,40.6904277757091,5.7602091387126375,4.0,4.362626252412792,Seam 4 Floor ,,368.25979929309557,2.2131705101762673,,11.120720006765964,40.6904277757091,4557.327910879419,57.730880900212775,5.455055493951845,3.8401394258084247,1.9200697129042124,0.7944261074348218,4.055792227924255,,5.908788665424793,3.705992875001077,8.424491746296171,4.718498871295094,1.7509737828529286,Synthetic,A
,,113.0,,22.89406629942432,6.363650785839725,4.0,5.192221055842824,Seam 4 Floor ,,385.26200043653216,1.9229462072645325,,9.325522714269265,22.89406629942432,2587.029491834948,80.5183204484454,7.5745264333050315,4.242433857226483,2.1212169286132414,0.6538584928740048,4.388484741741888,,5.953923623452998,3.1308777634222182,7.858265582134559,4.727387818712341,1.8506022355946627,Synthetic,A
,,103.0,,54.27847432065013,4.595230616519329,7.0,4.37872787465852,Seam 3 floor ,,486.2880742038831,1.9671431439481495,,2.0,54.27847432065013,5590.682855026964,66.00545103631174,6.503710342451765,3.0634870776795524,1.5317435388397762,0.6765823094831369,4.189737330075207,,6.186801193571882,3.994127726993348,8.628856715222984,4.634728988229636,1.5250189431269898,Synthetic,A
,,153.0,,50.247257895415956,4.726948403299274,5.0,4.014298388359172,Seam 4Floor ,,515.3810636030507,1.6687992973979897,,13.51683770826055,50.247257895415956,7687.830457998642,72.70633853387126,5.877959086805229,3.151298935532849,1.5756494677664246,0.5121043842419847,4.286428568274917,,6.244906556377305,3.916955976204776,8.94739389759721,5.030437921392435,1.553279836435105,Synthetic,A
,,101.0,,26.820818567443933,6.509305187530252,4.0,5.2901162936754105,Seam 4 Floor ,,463.2683430790339,1.0291469838150378,,8.768796546628224,26.820818567443933,2708.9026753118374,89.45335012995548,8.900941016818127,4.339536791686834,2.169768395843417,0.028730288065080045,4.493717261796221,,6.138306460882432,3.2891783981724183,7.904298915013678,4.61512051684126,1.8732327204983483,Synthetic,A
,,57.0,,43.44263790498016,5.803944305346931,4.0,4.476146730518605,Seam 5floor ,,497.2257968874089,1.4702121004583535,,2.0,43.44263790498016,2476.2303605838692,75.43893666372655,9.992131259368628,3.8692962035646206,1.9346481017823103,0.38540667640850823,4.3233235431002885,,6.209044242617661,3.7714413990347424,7.814492666869293,4.04305126783455,1.7585377390673773,Synthetic,A
,,125.0,,36.35738382034996,2.7934742039228184,5.0,5.473106413331613,Seam 4Floor ,,391.81533978089647,1.6489207527059162,,2.077587654992339,36.35738382034996,4544.672977543745,64.98081025888091,5.8120603588749375,1.8623161359485456,0.9311580679742728,0.5001209846336355,4.174091999521182,,5.970790656813688,3.593397314585009,8.42171105188731,4.8283137373023015,1.0272860555529042,Synthetic,A
,,42.0,,48.68589654051135,5.4811585151525035,4.0,3.795272377510898,Seam 5floor ,,520.8424699496906,1.01379483035874,,8.12782650690946,48.68589654051135,2044.8076547014766,74.64570150893016,11.518081803098301,3.6541056767683355,1.8270528383841678,0.013700547771794835,4.31275294039736,,6.255447635091988,3.885389389389259,7.6230590076726275,3.7376696182833684,1.701316486490973,Synthetic,A
,,49.0,,39.6888448377872,3.6414858656321334,3.0,5.0383080527292305,Seam-3,,399.7922642404225,2.250746692831366,,25.44043982535374,39.6888448377872,1944.7533970515728,63.46001305835009,9.065716151192872,2.4276572437547554,1.2138286218773777,0.811262024642431,4.150409991927957,,5.990945072805624,3.681070161755332,7.572890459865958,3.8918202981106265,1.292391803199711,Synthetic,A
,,49.0,,32.81471303622591,6.219204628068457,4.0,4.784354505505465,Seam 5floor ,,448.49592358564513,1.332360027026364,,2.0,32.81471303622591,1607.9209387750695,78.2932271839885,11.184746740569787,4.146136418712304,2.073068209356152,0.28695182615661813,4.360461100966784,,6.105899592462328,3.490876982991088,7.382697281101715,3.8918202981106265,1.8276420252737093,Synthetic,A
,,134.0,,34.64732165794068,3.5402452182042565,5.0,3.2282310940824437,Seam 4Floor ,,516.9449764858111,1.0852274106708617,,10.762205397621024,34.64732165794068,4642.741102164051,87.8232461015274,7.5867729339170795,2.3601634788028374,1.1800817394014187,0.08178956011879285,4.4753262275741985,,6.247936440383805,3.545220425619214,8.443060225570125,4.897839799950911,1.264195995425749,Synthetic,A
,,70.0,,46.004704543933165,5.19479659104632,3.0,5.6584717816162815,Seam Top -3,,382.6570732822185,2.373187796208831,,3.257372150297271,46.004704543933165,3220.3293180753217,56.41682254477735,6.743100035325949,3.463197727364213,1.7315988636821065,0.8642341130533931,4.0327673861002635,,5.9471392180771625,3.828743663953799,8.077238906003158,4.248495242049359,1.647657469029343,Synthetic,A
,,110.0,,20.0,4.242478221292955,5.0,4.2196513788407355,Seam 4Floor ,,409.1588172892175,1.2624462749716525,,8.75471325449696,20.0,2200.0,91.49069290521065,8.72329529492755,2.828318814195303,1.4141594070976515,0.23305132678401136,4.516237250225019,,6.014103387002014,2.995732273553991,7.696212639346407,4.700480365792417,1.445147584652362,Synthetic,A
,,107.0,,28.8807528929062,5.922320346077341,4.0,4.0558946222763765,Seam 4 Floor ,,386.42454827287213,1.5508387681268807,,13.058617816017723,28.8807528929062,3090.2405595409637,71.90522549565819,6.951340523970934,3.9482135640515605,1.9741067820257803,0.43879592529433176,4.275348939355374,,5.956936631047267,3.3631753833837847,8.036004217845692,4.672828834461906,1.778728322454343,Synthetic,A
,,160.0,,20.0,6.043455109163389,5.0,3.318480170724439,Seam 4Floor ,,507.38916253912305,0.8629306050073668,,2.320068525152819,20.0,3200.0,113.45566584841688,8.969457938299431,4.028970072775593,2.0144850363877964,-0.14742100247907428,4.731412151348738,,6.229278288125733,2.995732273553991,8.070906088787819,5.075173815233827,1.7989758863363479,Synthetic,A
,,138.0,,68.73580162010396,4.910536592110244,7.0,3.663755263434858,Seam 3 floor ,,477.9636952743996,2.4932739580846444,,2.0,68.73580162010396,9485.540623574347,57.650543925634935,4.907540201849084,3.2736910614068293,1.6368455307034147,0.9135966894323125,4.054399681633871,,6.169534778298222,4.230270193328702,9.157523878485907,4.927253685157205,1.591383221397365,Synthetic,A
,,96.0,,20.0,3.234730700589473,5.0,3.0,Seam 4Floor ,,443.99586534844025,0.980674449005111,,12.492862884709606,20.0,1920.0,99.28049366479557,10.132772953765294,2.156487133726315,1.0782435668631576,-0.019514730757152366,4.5979491133335815,,6.095815250110578,2.995732273553991,7.560080465021827,4.564348191467836,1.173945678920363,Synthetic,A
,,102.0,,37.894342125747485,6.494512476224545,4.0,4.255230278154248,Seam 4 Floor ,,410.75007464705976,1.9029294970998656,,2.0,37.894342125747485,3865.2228968262434,66.7252892554157,6.606788121065775,4.329674984149697,2.1648374920748483,0.6433945393354665,4.200584030319268,,6.017984938650921,3.6348018166633045,8.259774629947575,4.624972813284271,1.8709575859080165,Synthetic,A
,,77.0,,38.496355615050774,5.597036415461487,4.0,4.311278166671291,Seam 5floor ,,426.2482398385975,1.2799222401529613,,2.0,38.496355615050774,2964.2193823589096,68.69937560351529,7.829020446193791,3.731357610307658,1.865678805153829,0.2467993262056781,4.229740110446321,,6.055021899178286,3.650563577463929,7.994368999317612,4.343805421853684,1.722237246134526,Synthetic,A
,,36.0,,39.48180568776576,4.667306126870573,3.0,4.761849679515586,Seam-3,,163.19810141489936,5.45046398042959,,21.5626938613627,39.48180568776576,1421.3450047595672,25.97267006502898,4.3287783441714955,3.111537417913715,1.5557687089568575,1.6957007390752354,3.2570448338294162,,5.094964808975201,3.675839950291569,7.259358888747679,3.58351893845611,1.5405820587463328,Synthetic,A
,,66.0,,35.70297394712401,4.916760194560291,3.0,5.694156350716904,Seam Top -3,,465.5681644382727,1.6024758147260973,,9.239837771071567,35.70297394712401,2356.3962805101846,77.91679481264956,9.590894445819773,3.2778401297068602,1.6389200648534301,0.4715498174841956,4.35564152415366,,6.143258518732175,3.5752339891570295,7.764888731183456,4.189654742026425,1.5926498165592233,Synthetic,A
,,91.0,,57.97692177518256,4.4122182823894125,7.0,4.829973801362644,Seam 3 floor ,,470.07254444778704,1.604911461202436,,6.230149901234568,57.97692177518256,5275.8998815416135,61.735832575863164,6.47167371716804,2.9414788549262747,1.4707394274631373,0.473068590700517,4.122864517214719,,6.152887032682295,4.060045030935152,8.570904537452002,4.51085950651685,1.4843775748703727,Synthetic,A
,,76.0,,33.11745006474199,6.955345570040855,4.0,5.637822241312887,Seam Top -5,,460.2374112716661,1.4613380610859152,,10.77122392330614,33.11745006474199,2516.9262049203912,79.97485717204405,9.173745274658923,4.636897046693903,2.3184485233469516,0.3793524962045214,4.381712299926441,,6.131742467803573,3.500060335754262,7.830793676040594,4.330733340286331,1.9395105107033783,Synthetic,A
,,180.0,,38.742236369661676,6.07723621083102,5.0,4.115320455132182,Seam 4Floor ,,597.3417051771996,1.0655997357731062,,9.088502636736186,38.742236369661676,6973.602546539101,95.96889496122049,7.153099095294201,4.05149080722068,2.02574540361034,0.06353777284328327,4.564024128144369,,6.392489320132167,3.6569303839755967,8.849887234865808,5.19295685089021,1.8045500220425426,Synthetic,A
,,40.0,,35.12051505263196,3.8001304709411645,3.0,3.8376603637567657,Seam-3,,466.5549934900323,1.3559627331610462,,4.444338366396299,35.12051505263196,1404.8206021052783,78.72676460629903,12.4477944485917,2.533420313960776,1.266710156980388,0.3045117062209591,4.36598318155073,,6.145375898634291,3.558785434167122,7.247664888281059,3.6888794541139363,1.3350354006011274,Synthetic,A
,,97.0,,39.074681708130754,4.505157034827151,7.0,3.648151253983697,Seam 3 floor ,,492.710734710305,1.2469635650710849,,6.643873849780503,39.074681708130754,3790.244125688683,78.82142821238567,8.003103486580063,3.0034380232181004,1.5017190116090502,0.22071144820455169,4.36718489152639,,6.199922256830951,3.6654747306091244,8.240185709112508,4.574710978503383,1.5052227483500378,Synthetic,A
,,72.0,,54.03285487752427,5.963073739316568,7.0,3.9289807366128064,Seam 3 floor ,,475.927269255166,2.168752751995901,,2.0,54.03285487752427,3890.365551181748,64.74580457492745,7.630366244718363,3.9753824928777117,1.9876912464388559,0.7741522336440547,4.1704689042707965,,6.165265046874546,3.9895922852074985,8.266258404223555,4.276666119016055,1.7855860762084912,Synthetic,A
,,138.0,,30.974100114674016,6.08693506485388,5.0,3.5530661752475945,Seam 4Floor ,,546.8974312956897,1.3479108164573328,,2.089149643710515,30.974100114674016,4274.425815825014,98.26673685831581,8.365020150699278,4.057956709902586,2.028978354951293,0.29855585040333166,4.587685585944468,,6.304261273497099,3.4331513751052634,8.360405060262469,4.927253685157205,1.806144681614222,Synthetic,A
,,182.0,,43.362502344060886,4.632985888656337,5.0,3.9302472622567146,Seam 4Floor ,,521.2560004384131,1.4976003104748425,,7.573925537784444,43.362502344060886,7891.975426619081,79.15783348126182,5.867568997635856,3.0886572591042243,1.5443286295521121,0.40386403405610133,4.371443751502603,,6.2562412846792,3.7695950663531947,8.973601753429989,5.204006687076795,1.533201560597008,Synthetic,A
,,85.0,,41.11312153479459,5.135722311576681,3.0,5.80503373434669,Seam Top -3,,539.964227078573,1.3779664797077047,,2.0,41.11312153479459,3494.61533045754,84.21215138407413,9.13409027682059,3.423814874384454,1.711907437192227,0.3206088469746324,4.433339226561114,,6.291502891213156,3.7163273293040837,8.1589785857944,4.442651256490317,1.636220497865369,Synthetic,A
,,77.0,,44.38588872777334,5.997589917452928,4.0,3.177111735242341,Seam 5floor ,,552.3582731608064,1.193078479693938,,3.55775559251438,44.38588872777334,3417.713432038547,82.90837501750795,9.448286210327051,3.9983932783019522,1.9991966391509761,0.17653692443406693,4.417736082581432,,6.314196881319278,3.792921597475693,8.136727019329376,4.343805421853684,1.7913577081083516,Synthetic,A
,,86.0,,100.0,5.930312925310089,5.0,5.905846028059513,Seam Top -5,,439.07937204877396,2.6369383318982744,,28.319462966933767,100.0,8600.0,43.9079372048774,4.73471463444436,3.9535419502067257,1.9767709751033629,0.9696185213935945,3.7820951056718517,,6.084680198665898,4.605170185988092,9.0595174822416,4.454347296253507,1.7800769814841477,Synthetic,A
,,89.0,,69.05309435606361,4.756327919981706,7.0,4.442363210877069,Seam 3 floor ,,459.16150951329047,2.3486577481031694,,3.164013989988514,69.05309435606361,6145.725397689661,55.255295098193436,5.857049566321086,3.170885279987804,1.585442639993902,0.8538439939558339,4.011964174686939,,6.129402020745883,4.234875692117888,8.723512061850027,4.48863636973214,1.5594759251442205,Synthetic,A
,,140.0,,56.28827164569666,5.10261982906858,7.0,4.134108404138848,Seam 3 floor ,,477.8515739200767,1.6354642073358583,,2.0,56.28827164569666,7880.358030397532,63.69187937994751,5.382946284961811,3.4017465527123862,1.7008732763561931,0.4919266829117367,4.154057072190143,,6.169300169460195,4.030486194540104,8.972128617149407,4.941642422609304,1.629754099809956,Synthetic,A
,,149.0,,22.702879220612918,4.046868596160866,5.0,3.643191722129618,Seam 4Floor ,,445.4496926847705,0.8109550447536887,,6.113213326433923,22.702879220612918,3382.7290038713245,93.48850056205147,7.6588763861894815,2.6979123974405774,1.3489561987202887,-0.20954265827280796,4.537838440089758,,6.099084317268043,3.122491754356572,8.12643806030203,5.003946305945459,1.397943395922766,Synthetic,A
,,52.0,,42.00270937315085,5.893553532263145,4.0,3.5630248272542873,Seam 5floor ,,510.05707028104325,1.6257827320509102,,4.650094869202544,42.00270937315085,2184.1408874038443,78.70097620105842,10.913861735461047,3.9290356881754303,1.9645178440877151,0.4859893810726195,4.36565555942595,,6.234522621969602,3.7377341250873037,7.688977843668731,3.9512437185814275,1.7738591319151689,Synthetic,A
,,46.0,,28.45058411745136,6.900543027495704,4.0,4.18689114270563,Seam Top -5,,442.42554315285645,1.5209389000538873,,7.234319589863096,28.45058411745136,1308.7268694027625,82.94583798256106,12.22969660705597,4.600362018330469,2.3001810091652346,0.41932784156554137,4.418187840363313,,6.092272186228657,3.3481686917306908,7.176810088219786,3.828641396489095,1.9316001081436183,Synthetic,A
,,99.0,,44.998094531571546,2.8049362870286076,7.0,4.858382740157193,Seam 3 floor ,,453.2410069073326,1.538475809369272,,8.706471616098407,44.998094531571546,4454.811358625583,67.56661063575328,6.790699873782731,1.8699575246857383,0.9349787623428691,0.43079219213945846,4.2131139355209255,,6.116424008086398,3.806620145130944,8.401739995265533,4.59511985013459,1.0313808246448937,Synthetic,A
,,104.0,,22.81112205196825,5.4271551034128045,4.0,5.26880578003702,Seam 4 Floor ,,395.2766309838205,1.3950324060964605,,7.133884379810622,22.81112205196825,2372.356693404698,82.7613974435429,8.11542270263141,3.618103402275203,1.8090517011376015,0.3329176451801868,4.415961738229503,,5.979585851387988,3.1272482263169716,7.771639125458345,4.6443908991413725,1.6914150746273193,Synthetic,A
,,151.0,,50.7140237359592,5.516297777118616,5.0,3.2968576857083587,Seam 4Floor ,,468.19849538611635,2.150185385653636,,3.4720411810768077,50.7140237359592,7657.81758412984,65.74549187836327,5.350292250684503,3.677531851412411,1.8387659257062055,0.7655540643077456,4.185791104119584,,6.148892341438056,3.9262024746369413,8.943482311451865,5.017279836814924,1.7077069427231635,Synthetic,A
,,97.0,,33.42222663317181,5.9752394816544525,4.0,4.723686002546899,Seam Top -5,,429.3047079395066,1.613928295126477,,10.693333851397675,33.42222663317181,3241.9559834176657,74.25880588002478,7.539839377768501,3.983492987769635,1.9917464938848175,0.47867114204950456,4.307556368361428,,6.062166941719431,3.509221146716007,8.08393212521939,4.574710978503383,1.787624177625992,Synthetic,A
,,108.0,,20.0,3.90538772998947,5.0,4.216572384615954,Seam 4Floor ,,404.4119831453369,0.9595782303848567,,3.3319798016789512,20.0,2160.0,90.42926852284724,8.701560420714468,2.60359181999298,1.30179590999649,-0.04126143440892901,4.504567981842611,,6.0024341186196075,2.995732273553991,7.677863500678211,4.68213122712422,1.3623570690129714,Synthetic,A
,,59.0,,35.333322137003066,4.839429641330173,3.0,4.850245430913896,Seam-3,,432.79898456600336,1.5464983057802748,,2.0,35.333322137003066,2084.666006083181,72.8104971951749,9.479119337812152,3.2262864275534486,1.6131432137767243,0.43599321762365123,4.287860137049352,,6.07027338133267,3.564826488566635,7.642363932472355,4.07753744390572,1.5767968710841662,Synthetic,A
,,71.0,,91.42502740608852,5.27517136439818,5.0,4.040662621484091,Seam Top -5,,299.20845414577514,6.351873900779226,,21.873281827500115,91.42502740608852,6491.176945832285,31.29257564705973,3.7137454815574142,3.5167809095987868,1.7583904547993934,1.848749871855344,3.4433808696353423,,5.701140501535943,4.5155192638012025,8.778199140842519,4.2626798770413155,1.6630111649763022,Synthetic,A
,,118.0,,50.285083678803645,4.779880227756904,7.0,3.671113619722156,Seam 3 floor ,,428.3510255121012,2.168880757682448,,6.877108281284008,50.285083678803645,5933.63987409883,60.40602004013804,5.560824881720855,3.186586818504603,1.5932934092523015,0.7742112546223363,4.1010887695128,,6.059943012505707,3.9177084859858144,8.68839311045148,4.770684624465665,1.5644154892348114,Synthetic,A
,,88.0,,96.39752978068167,5.8116346222362445,5.0,5.97551714901001,Seam Top -5,,342.1969070654641,4.894487461989668,,11.990105326984327,96.39752978068167,8482.982620699986,34.85323762912275,3.7153676149206447,3.8744230814908294,1.9372115407454147,1.5881095640631233,3.5511460347313886,,5.8353863230346175,4.568480576606457,9.045817391084663,4.477336814478207,1.7598618776335055,Synthetic,A
